Country Name,Country Code,Series Name,Series Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cayman Islands,CYM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.833331,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,,,,,,,,,,,
Central African Republic,CAF,Real effective exchange rate index (2010 = 100),PX.REX.REER,149.5504143,138.5128717,135.8262623,127.4925319,79.86534202,94.37943798,96.14376029,92.76734019,90.61797501,86.71486906,83.98932112,85.81877001,87.69223933,93.52092276,91.19423791,90.56846145,94.19121415,95.42505463,102.8279921,104.8185623,100,98.8806574,99.2081185,107.398726,119.7882354,118.6582097,124.0597605,127.0034824
Central African Republic,CAF,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529,591.4495075,593.0081704,582.0945501
Chad,TCD,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529,591.4495075,593.0081704,582.0945501
Channel Islands,CHI,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Real effective exchange rate index (2010 = 100),PX.REX.REER,83.72846757,85.71518986,90.56937008,92.35613602,95.6045219,101.3893543,103.8478409,111.476247,109.4891805,104.2958106,103.4799799,93.22239908,89.09491128,83.78911271,88.50541237,94.15570101,98.28976192,95.92434263,97.34096246,94.79979711,100,100.3765486,103.6052879,103.0794587,94.070801,95.46289996,97.26039332,100.0984888
Chile,CHL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,304.9033333,349.2158333,362.5758333,404.1658333,420.1766667,396.7733333,412.2666667,419.295,460.2875,508.7766667,539.5875,634.9383333,688.9366667,691.3975,609.5291667,559.7675,530.275,522.4641667,522.4610358,560.8598948,510.2491667,483.6675,486.4713034,495.2728776,570.3482161,654.1240843,676.957736,648.8337926
China,CHN,Real effective exchange rate index (2010 = 100),PX.REX.REER,98.84736957,86.82087175,83.13284774,88.4603988,69.35332084,77.30045829,84.93564811,91.49148238,96.40692924,91.18213473,91.27666441,95.22808109,93.07179759,86.98632908,84.6355198,84.1554644,85.65135403,89.10701613,97.03950985,100.5596582,100,102.9265285,108.6223363,115.4352124,119.0054655,131.0797109,123.7709658,120.604131
