,year,CCodeA3,ccode,X,CCodeA3.x,Country.Name.x,GDP,GDPGrowth,polity2,durable,trade.in.GDP,UNCTAD.FDI.out,UNCTAD.FDI.outstock,UNCTAD.FDI.in,UNCTAD.FDI.in.stock,GDP.PerCapita,GDP.PerCapita.PPP,ExPriskShort,ExPriskLongMed,ExPriskSpecial,CommRisk,WarRiskFDI,FDIExpro,FDITransfer,PRS_VA,PRS_PV,PRS_GE,PRS_RQ,PRS_RL,PRS_CC,vae,pve,gee,rqe,rle,cce,tech.ex,TaxRate,icrg_qog,ti_cpi,gwf_regimetype,gwf_party,gwf_personal,gwf_military,gwf_monarch,CHN,v2x_polyarchy,v2x_libdem,v2x_delibdem,v2x_partipdem,v2x_egaldem,ccodecow,ccodealp,imf_ab,imf_exp,imf_gd,imf_gdpgr,imf_gns,imf_inflch,imf_inv,imf_nd,imf_ppgdp,imf_ue,bti_cps,unna_er,unna_gcf,hf_taxbur,ictd_taxcorp,ictd_taxgs,ictd_taxinc,ictd_taxind,ictd_taxindirect,ictd_taxpaywf,ictd_taxprop,ictd_taxtrade,bmr_dem,dpi_checks,gir_ga,sgi_qdai,sgi_qdcr,sgi_qdrl,no_ufs,p_autoc,p_democ,dpi_pr,iaep_evp,iaep_lap,iaep_lrit,iaep_lvp,h_polcon5,p_fragment,p_parcomp,p_parreg,p_xconst,p_xrcomp,p_xropen,h_lfup,ht_partsz,jw_avgballot,jw_avgballot2,jw_avgvote,jw_avgvote2,jw_indy,jw_indy2,jw_mdist,jw_mdist2,jw_mmdballot,jw_mmdballot2,jw_oneparty,jw_persr,jw_smdballot,jw_smdvote,vi_rcbg,vi_rcbm,vi_rsg,vi_rsm,vi_udr,vi_wcoord,wdi_agedr,vi_wgi,wdi_empagr,wdi_empind,wdi_empser,wdi_lfpedua,wdi_lfpedub,wdi_lfpedui,wdi_oilrent,wef_elec,wef_qair,wef_qoi,wef_qport,wef_qrail,wef_qroad,gcb_ppa,gcb_pparl,PA.NUS.FCRF,PX.REX.REER,TM.VAL.AGRI.ZS.UN,TM.VAL.FOOD.ZS.UN,TM.VAL.FUEL.ZS.UN,TM.VAL.MANF.ZS.UN,TM.VAL.MMTL.ZS.UN,TM.VAL.MRCH.CD.WT,TM.VAL.INSF.ZS.WT,TM.VAL.OTHR.ZS.WT,TM.VAL.SERV.CD.WT,TX.VAL.INSF.ZS.WT,TX.VAL.OTHR.ZS.WT,TX.VAL.SERV.CD.WT,NV.IND.MANF.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.ZS
545,1999,CRI,94,528,CRI,Costa Rica,14195623425,3.943353886,10,80,87.90394017,5.003582,77.6001,619.469212,2364.644,3688.398314,7527.111623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.40367378,NA,0.66666669,51,NA,0,0,0,0,0,0.905077372,0.848159515,0.847499724,0.630989667,0.792943808,94,CRI,-4.881,16.35,39.147,3.943,16.21,10.045,21.091,NA,NA,6.022,NA,285.6846948,20.88274276,83.2,2.663111905,8.381404969,3.25318846,0.15288235,9.538625726,0,0.059673433,1.157220757,1,4,NA,NA,NA,NA,1,0,10,1,1,1,3,1,0.749404699,NA,5,5,7,3,4,NA,0.47368422,0,NA,0,NA,0,NA,8.142857143,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,58.71323745,NA,19.72999954,23.22999954,56.50999832,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,285.6846948,86.82742389,0.768692886,7.318092752,5.454410252,68.82444827,1.4957426,6.32E+09,3.781648529,18.16870962,1136129116,0.255840729,62.01222957,3569799079,18.75541577,25.82759846,54.03438821
546,1999,DOM,42,555,DOM,Dominican Republic,22137599986,5.940049136,8,3,76.30275328,-0.480895328,5.883129453,1337.8,719.87,2626.326473,6168.346723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52777779,NA,NA,0,0,0,0,0,0.66007048,0.367591784,0.529000829,0.431615664,0.358043441,42,DOM,-1.849,13.184,15.236,6.703,29.38,6.967,31.229,15.236,NA,6.287,NA,16.03308333,27.11277108,85.8,NA,3.763450222,2.239449993,NA,8.720069431,0,0.035314058,4.888575712,1,5,NA,NA,NA,NA,1,0,8,1,1,1,1,1,0.73876153,NA,4,2,6,3,4,0.349425287,0.55704701,0,1,0,1,0,0,4.137931034,1,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,67.91350766,NA,17.54000092,25.29999924,57.15000153,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,16.03308333,94.77374595,NA,NA,NA,NA,NA,8.04E+09,7.032015681,8.322443646,1224400000,NA,40.18573238,4264200000,21.67313716,30.81095814,53.00055987
547,1999,DZA,615,583,DZA,Algeria,48640574567,3.200001551,-3,4,50.92911545,7.6,191.646,291.6,3098.773,1581.004564,7725.883722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.442396541,NA,0.3888889,NA,military,0,0,1,0,0,0.348134032,0.157157152,0.281513566,0.1722289,0.272661267,615,DZA,0.041,31.843,82.019,3.2,28.758,2.6,28.717,82.019,NA,29.293,NA,66.573875,26.21833728,48.7,NA,4.60870636,NA,1.003632781,7.468751924,NA,NA,2.469059787,0,NA,NA,NA,NA,NA,1,4,1,1,1,1,1,1,0.422075638,NA,3,3,3,1,4,0.295614035,0.41052631,NA,NA,NA,NA,0,NA,7.916666667,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55365064,NA,NA,NA,NA,NA,NA,NA,7.548896126,NA,NA,NA,NA,NA,NA,NA,NA,66.573875,123.388035,2.589095392,27.42254418,1.675265727,67.09949273,1.213560347,9.16E+09,NA,NA,NA,NA,NA,NA,8.350324111,45.36518533,NA
548,1999,ECU,130,611,ECU,Ecuador,19645272636,-4.739385791,9,20,49.2012508,-86.74969609,235.729,648.4153,6360.589,1584.463443,5768.535656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.322603832,NA,0.5,24,NA,0,0,0,0,0,0.713003822,0.493315048,0.449522308,0.463509904,0.434416669,130,ECU,4.651,23.059,NA,-4.739,19.963,52.2,15.952,NA,NA,13.107,NA,1,19.62846281,87,0.245096251,3.541580547,0.549569402,0.024295846,6.957132725,0,0,3.316448835,1,4,NA,NA,NA,NA,1,0,9,1,1,1,3,1,0.546899426,NA,4,2,7,3,4,NA,0.2644628,0,NA,0,NA,0,NA,7.359272164,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,66.76589837,NA,7.46999979,23.38999939,69.13999939,NA,NA,NA,6.232878195,NA,NA,NA,NA,NA,NA,NA,NA,11786.80167,NA,3.243179042,10.74186669,6.915503159,75.96630277,1.433403217,3.02E+09,3.664220938,40.49007862,1143490000,0.04528787,11.71641028,684510000,18.39623742,25.90862955,52.39025334
549,1999,EGY,651,639,EGY,"Egypt, Arab Rep.",90710704807,6.105463321,-6,47,38.36150845,37.5,603.92,1065.3,18719,1321.799713,5535.521967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266107648,NA,0.5,33,party-personal-military,1,0,0,0,0,0.218021052,0.158872044,0.189997253,0.10441705,0.099065458,651,EGY,-1.814,NA,NA,6.11,18.92,3.745,19.788,NA,NA,7.692,NA,3.39525,18.94722583,64.9,3.485409697,5.745839955,5.175708182,1.690298484,9.214553819,NA,0.000309182,3.415843727,0,2,NA,NA,NA,NA,1,6,0,0,1,1,3,1,0.083356143,NA,2,4,3,1,4,NA,0.7117117,1,NA,1,NA,1,NA,2,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,72.81545037,NA,28.70000076,22.57999992,48.72000122,NA,NA,NA,4.25776046,NA,NA,NA,NA,NA,NA,NA,NA,3.39525,NA,4.399957739,22.84451674,6.130631237,58.99984215,2.966587057,1.60E+10,8.172923624,38.03514189,5958700000,1.849935317,27.41806813,9.28E+09,17.95351105,28.40084525,NA
550,1999,GAB,481,667,GAB,Gabon,4662992036,-8.932622802,-4,8,97.73145246,12.81307912,254.505,-217.6875389,NA,3883.325188,14400.95865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.85282717,NA,0.3888889,NA,party-personal,1,0,0,0,0,0.340814898,0.202524683,0.276479439,0.231654286,0.234875978,481,GAB,7.862,25.497,73.086,-8.943,30.342,-1.935,23.346,NA,NA,NA,NA,615.699132,21.74387643,53.5,NA,1.903617429,NA,1.239640903,10.77081133,NA,NA,5.383770255,0,3,NA,NA,NA,NA,1,4,0,0,0,1,1,1,0,NA,2,3,2,0,0,0.623199023,0.7368421,NA,NA,NA,NA,NA,NA,12.33333333,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3730963,NA,NA,NA,NA,NA,NA,NA,26.58295953,NA,NA,NA,NA,NA,NA,NA,NA,615.699132,98.42008111,0.591367423,19.14724889,2.147978622,76.87432559,1.062966215,8.41E+08,9.317704039,46.05770316,849081918.2,5.021752641,28.04553335,248262490.7,4.726576106,48.81574364,NA
551,1999,GEO,372,686,GEO,Georgia,2800024314,2.869256461,5,8,57.15191566,0.968,114.531,82.207,631.016,628.8656516,2464.730023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.88641407,NA,NA,23,personal,0,1,0,0,0,0.407457446,0.22968094,0.252486953,0.133494479,0.314414339,372,GEO,-10.008,20.232,NA,2.96,-67.208,19.128,26.453,NA,NA,12.628,NA,2.024516667,26.45297864,91.3,0.980772623,6.466748986,2.829423179,1.848650556,8.62409596,NA,NA,0.594461104,0,NA,NA,NA,NA,NA,2,1,6,1,1,1,3,1,0.332439366,NA,4,3,5,2,4,NA,0.55555558,0.723404255,NA,0.361702128,NA,1,NA,15,NA,0,NA,0,10,2,1,NA,NA,NA,NA,NA,NA,54.45165932,NA,52.20000076,9.43999958,38.25999832,NA,NA,NA,0.195496289,NA,NA,NA,NA,NA,NA,NA,NA,2.024516667,77.57103375,0.742519143,22.53344596,23.00418773,53.09141775,0.575814253,5.85E+08,4.017857143,0.178571429,2.24E+08,0,0.691562932,216900000,8.258903075,21.22938188,48.27904774
552,1999,GTM,90,720,GTM,Guatemala,18318412251,3.847062161,8,3,46.36050685,9.701728,52.702,154.6,3190.2943,1608.684086,4645.985098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.513629352,NA,0.5,32,NA,0,0,0,0,0,0.52290767,0.297584985,0.410001165,0.32833509,0.217728597,90,GTM,-6.221,15.377,NA,3.7,14.292,5.209,20.454,NA,NA,NA,NA,7.38561,19.19194115,84,1.228151992,7.295469474,2.378132287,0.140439752,8.993957109,0,0.010107064,1.492282177,1,2,NA,NA,NA,NA,1,0,8,1,1,1,3,1,0.426603608,NA,4,2,6,3,4,NA,0.55752212,0,NA,0,NA,1,NA,7.469411312,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,91.95494373,NA,NA,NA,NA,NA,NA,NA,0.372874805,NA,NA,NA,NA,NA,NA,NA,NA,7.38561,NA,1.377433425,12.67766043,9.849487103,74.8646424,1.17027136,4.38E+09,4.225352113,23.77254179,759700000,3.836344315,49.50053135,9.41E+08,13.39703099,20.11987319,56.83376707
553,1999,HRV,344,746,HRV,Croatia,23386945597,-0.935499992,1,0,66.96769428,64.31181616,878.2706011,1425.48395,2564.104032,5135.473341,9748.71008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.276436396,NA,0.5625,27,NA,0,0,0,0,0,0.455314712,0.291538682,0.198496252,0.260036986,0.356922083,344,HRV,-6.371,48.178,28.127,-0.936,21.262,4.014,19.895,NA,NA,18.633,NA,7.111742833,21.26233083,68.4,2.059150679,16.0442157,6.60644176,4.547291082,18.87554789,0,0.428989725,2.573938348,0,2,NA,NA,NA,NA,1,NA,NA,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0.534108937,0.30612245,1,NA,1,NA,NA,NA,9.071428571,NA,1,NA,0,3,NA,NA,2,2,2,2,40,NA,48.75331747,NA,16.57999992,30.63999939,52.77999878,NA,NA,NA,0.239533358,NA,NA,NA,NA,NA,NA,NA,NA,7.111742833,86.67794005,1.386274129,8.45611295,11.09348058,73.25861728,2.351695326,7.80E+09,4.319158232,41.00063431,2037222091,1.689857045,19.14913343,3761120068,14.7462024,24.43467471,53.77804308
554,1999,HTI,41,771,HTI,Haiti,4153736347,2.710247351,2,0,41.94847951,-1,2.004859125,30,81.46,494.2336557,1359.415334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22222222,NA,NA,0,0,0,0,0,0.48211724,0.299091747,0.328210952,0.273841156,0.233216964,41,HTI,-1.051,9.988,39.842,2.71,26.647,8.126,27.698,NA,NA,NA,NA,16.93789167,27.69838969,78.4,0.710688191,3.153233026,1.231452335,0.520764144,7.45819736,NA,0,1.885234066,0,1,NA,NA,NA,NA,1,NA,NA,0,.e,.e,NA,.e,0,NA,NA,NA,NA,NA,NA,0.54985755,0.81927711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.49287884,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,16.93789167,NA,NA,NA,NA,NA,NA,1.03E+09,0,4.513042693,221580000,0,21.96531792,1.73E+08,10.06259393,32.93058524,39.81908929
555,1999,HUN,310,799,HUN,Hungary,49170434391,3.186896354,10,9,113.7262081,249.9780726,924.2368921,3311.936107,23260.19998,4802.95876,10894.75228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.66881133,NA,0.94444442,52,NA,0,0,0,0,0,0.813257232,0.720558372,0.613834757,0.618120801,0.685890799,310,HUN,-7.666,48.656,59.828,3.205,20.201,10.021,27.444,NA,NA,6.5,NA,237.1458333,27.44377942,62.6,2.255176529,14.61887163,8.955564444,6.700387915,16.12614036,1.393674871,0.240850878,1.212272182,1,4,NA,NA,NA,NA,1,0,10,1,1,0,3,1,0.761594786,NA,5,5,7,3,4,NA,0.38082901,0.911917098,NA,0.455958549,NA,1,NA,6.168393782,NA,0,NA,0,10,2,1,1,3,2,3,NA,2,47.1707715,3,6.949999809,34.34999847,58.68999863,76.5,24.96999931,65.37000275,0.125920142,NA,NA,NA,NA,NA,NA,NA,NA,237.1458333,70.17077296,1.455427437,3.213646969,5.864374022,85.93548639,2.317522198,28015204630,7.19150993,42.8533573,4328922269,2.287805129,36.45159803,6573267801,19.4813166,27.71652001,52.95207041
556,1999,IDN,850,827,IDN,Indonesia,1.40001E+11,0.791126082,6,0,62.94391286,72,6790,-1838,29555.45,671.107022,4348.656205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37253832,NA,0.4074074,17,party-personal-military,1,0,0,0,0,0.480469431,0.32787036,0.389332394,0.212391518,0.286226674,850,IDN,3.4,15.14,NA,0.791,12.485,20.75,13.64,NA,NA,6.36,NA,7855.15,9.444974541,80,NA,3.271341484,8.89282773,NA,3.692305168,NA,0.306345605,0.378194509,1,1,NA,NA,NA,NA,2,1,7,1,1,1,3,1,0.418970263,NA,4,3,6,2,4,NA,0.33333334,0,NA,0,NA,1,NA,18.51851852,NA,0,NA,0,1,NA,NA,0,1,0,1,NA,NA,55.82434708,3,43.20999908,17.84000015,38.95000076,NA,NA,NA,4.001951733,NA,NA,NA,NA,NA,NA,NA,NA,7855.15,NA,7.107676425,15.70143583,15.69980656,57.84360025,3.499674013,3.33E+10,2.240103435,51.16854713,12139043498,0,2.156144383,4452392000,25.99487911,43.36006167,37.0272892
557,1999,IND,750,852,IND,India,4.527E+11,8.845755561,9,49,25.08477065,80,1665.900207,2168,15051.80501,437.5861178,1895.440831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.742129277,NA,0.6388889,29,NA,0,0,0,0,0,0.735519383,0.580480112,0.651388396,0.481861551,0.507663633,750,IND,-1.006,25.404,70.039,8.463,25.628,3.425,26.634,NA,NA,NA,NA,43.05542833,28.39087356,77.8,1.517055256,7.818281574,2.845047031,1.268084602,10.62867932,0,0.044238383,2.393271812,1,16,NA,NA,NA,NA,3,0,9,1,1,1,1,1,0.732717521,NA,4,2,7,3,4,0.809826846,0.33579335,2,NA,1,NA,1,NA,1,NA,NA,NA,0,10,2,1,2,3,1,2,NA,2,65.27517708,2,NA,NA,NA,NA,NA,NA,0.728961372,NA,NA,NA,NA,NA,NA,NA,NA,43.05542833,NA,3.442591551,7.22927048,30.83859336,50.655302,5.462798853,4.70E+10,3.603295521,43.65865572,17044738890,1.699159658,63.64819387,14005992418,15.77133131,27.56060966,40.69436197
558,1999,IRN,630,880,IRN,"Iran, Islamic Rep.",1.13848E+11,0.855458607,3,2,34.88541413,193.802,400.124,15.621,2403.886,1749.827783,9774.590852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348300963,NA,0.66666669,NA,NA,1,0,0,0,0,0.248323711,0.172675558,0.27132899,0.091273764,0.216917616,630,IRN,2.435,19.534,16.311,2.003,34.976,20.14,32.412,12.097,NA,15.777,NA,4172,32.54166538,41.4,2.64019794,3.464452792,3.266538492,0.522620758,4.693426515,0,0.243847352,1.228973722,0,1,NA,NA,NA,NA,1,1,4,NA,0,1,3,1,0.70722953,NA,3,3,4,2,3,NA,1,1,NA,1,NA,NA,NA,1.37755102,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,68.34361289,NA,NA,NA,NA,NA,NA,NA,15.53657709,NA,NA,NA,NA,NA,NA,NA,NA,1753.270506,205.7172824,2.800365129,20.4402313,1.697278499,72.7416739,2.079178683,1.33E+10,10.34120735,0.787401575,1.91E+09,10.84953941,4.912998976,9.77E+08,16.65998772,37.45888618,53.44095241
559,1999,JOR,663,921,JOR,Jordan,8149106065,3.409474478,-2,10,104.4809297,2.7,35.696333,156.4,2221.810205,1624.9791,5473.341858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.712856656,NA,0.56481481,44,monarchy,0,0,0,1,0,0.217580367,0.188390293,0.19700233,0.093782221,0.196698972,663,JOR,4.967,34.852,108.013,3.382,26.537,0.598,21.57,108.013,NA,14.38,NA,0.709,21.56933413,76.2,1.770681897,8.762720665,2.643994462,0.799411561,15.22360678,0.208895812,0.033229491,5.40879197,0,1,NA,NA,NA,NA,1,4,2,0,1,1,2,1,0.064771171,NA,4,2,3,1,2,NA,0.75,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.78022208,NA,NA,NA,NA,NA,NA,NA,0.002324397,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,1.717403027,21.94668787,12.34212696,61.6606082,2.322247938,3.72E+09,5.365112525,32.11470895,1485331453,0.100233879,35.13197461,1688575458,13.1669361,21.82389644,60.36502905
560,1999,KAZ,705,945,KAZ,Kazakhstan,16870817135,2.699999998,-4,8,82.57915136,4.130732497,13.50568,1437.694772,7976.678901,1130.113592,7002.960924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.840901866,NA,0.55555558,23,personal,0,1,0,0,0,0.287693867,0.15007845,0.107352833,0.121353012,0.209019173,705,KAZ,-1.014,NA,NA,2.7,16.721,8.408,17.776,NA,NA,13.465,NA,119.5233333,17.77623944,73.7,2.727557656,6.198994672,4.463276164,1.735718508,6.843690118,NA,1.239798934,0.595103488,0,1,NA,NA,NA,NA,1,5,1,0,1,1,1,0,0,NA,3,3,2,1,4,NA,0.29870129,1.74025974,NA,0.87012987,NA,NA,NA,1.132352941,NA,0,NA,0,10,2,1,NA,NA,NA,NA,NA,NA,53.50017295,NA,26.69000053,20.02000046,53.22999954,NA,NA,NA,8.394112056,NA,NA,NA,NA,NA,NA,NA,NA,119.5233333,NA,0.792623081,10.23301314,9.747697146,76.31378067,2.888358928,3.66E+09,2.870856729,25.25810542,1104200000,0.193029491,15.80697051,932500000,14.08882999,32.96666533,52.44232667
561,1999,KEN,501,973,KEN,Kenya,12896013577,2.305388596,-2,2,48.19227499,0.01,115.212,13.82186242,820.813,421.4328846,1688.191654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.278857645,NA,0.3888889,20,party-based,1,0,0,0,0,0.378995511,0.22842662,0.345623103,0.204924032,0.223393389,501,KEN,7.37,18.659,53.67,2.199,23.686,4.984,16.317,50.353,NA,NA,NA,70.32621667,16.23675716,73.9,NA,6.851831121,5.472013822,NA,9.852002508,NA,NA,2.817886506,0,3,NA,NA,NA,NA,1,4,2,0,0,1,3,1,0.459050284,NA,4,3,3,1,4,NA,0.50952381,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,10,2,1,NA,NA,NA,NA,NA,NA,92.98235092,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70.32621667,NA,2.593970873,11.88389545,15.77216222,67.49326057,1.465381303,2.83E+09,12.88962498,20.87326046,1314382991,0.36164357,14.80761424,2069042199,10.14458011,14.91530256,45.10117307
562,1999,KHM,811,1001,KHM,Cambodia,3517242477,12.70538113,2,1,94.17688808,9.092,176.947337,232.239,1431.414,295.9735957,991.403293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,party-based,1,0,0,0,0,0.354376323,0.145078496,0.237681397,0.1171973,0.146603655,811,KHM,-4.821,13.806,34.737,11.91,12.163,1.996,16.984,NA,NA,NA,NA,3807.833333,16.98372802,91.6,0.476971188,3.194510794,0.575654882,0.079245997,6.466772378,0,0.042613413,3.240114623,0,2,NA,NA,NA,NA,1,1,3,1,0,1,3,0,0.393552622,NA,4,3,4,0,0,NA,0.52459013,0,NA,0,NA,0,NA,5.80952381,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,85.36139795,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3807.833333,NA,NA,NA,NA,NA,NA,1.59E+09,3.96344835,31.04953156,285054032.1,0,4.035942027,289088230.4,13.19695981,18.03982643,35.44184751
563,1999,LBN,660,1029,LBN,Lebanon,17391056369,-0.453074266,NA,0,50.81417077,131.7342398,478.0286653,871.6765421,4024.359663,5509.346429,9822.259753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.600095043,NA,0.44444445,NA,NA,0,0,0,0,0,0.332860031,0.187952931,0.24763751,0.107626134,0.239518605,660,LBN,-19.122,35.091,NA,-0.8,4.441,0.241,NA,NA,NA,NA,NA,1507.844167,23.12161266,98,NA,0.918305136,1.969974089,NA,9.746989788,NA,1.756591983,NA,0,1,NA,NA,NA,NA,1,NA,NA,0,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,0.26771653,NA,NA,NA,NA,NA,NA,9.142857143,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.65402674,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1507.5,NA,1.947444787,20.55855294,9.567079159,65.77237287,2.124632718,6.21E+09,NA,NA,NA,NA,NA,NA,11.85600427,21.22945506,59.05884148
564,1999,LBY,620,1057,LBY,Libya,35976714101,NA,-7,48,34.80163011,225.954,1804.667,-128.069,330.497,6821.312519,16639.65867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52777779,NA,personal,0,1,0,0,0,0.074378604,0.053302942,0.055815386,0.045372956,0.148196269,620,LBY,8.283,27.821,NA,0.462,NA,2.574,6.917,NA,NA,NA,NA,0.463810769,11.18742131,33.3,NA,NA,2.025650246,NA,13.01090735,NA,NA,12.14191538,0,1,NA,NA,NA,NA,1,7,0,NA,1,1,2,0,0,NA,1,4,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.10746095,NA,NA,NA,NA,NA,NA,NA,16.9395516,NA,NA,NA,NA,NA,NA,NA,NA,0.463810769,NA,NA,NA,NA,NA,NA,4.16E+09,NA,9.020179917,886784067.7,NA,8.189655172,50020399.63,NA,NA,NA
565,1999,LKA,780,1085,LKA,Sri Lanka,15656327860,4.300540498,5,51,78.75147835,24,84.02555556,201,2211.7824,838.6223944,4076.320994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.239078507,NA,0.55555558,NA,NA,0,0,0,0,0,0.536158351,0.331038986,0.320140124,0.316063696,0.366009891,780,LKA,-3.624,21.201,80.312,2.879,24.821,4.692,28.445,NA,NA,8.857,NA,70.63545,28.65005563,72.6,1.402609506,7.821719402,2.156280079,0.753670573,9.939269399,0,0.587444426,2.117549998,1,5,NA,NA,NA,NA,1,1,6,1,.a,1,3,.a,0.261812032,NA,3,3,5,3,4,NA,0.46666667,1,NA,1,NA,1,NA,9.782608696,NA,1,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,50.22990071,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70.63545,NA,1.200999238,15.34025492,5.75173873,76.58719746,1.050048945,5.96E+09,5.725896478,19.63502199,1388436581,3.933463888,24.0668996,939541602,14.74760006,27.36132373,51.9101853
566,1999,MAR,600,1113,MAR,Morocco,41632027600,1.081332562,-6,34,53.98669265,18.06328166,343.7885815,1380.41822,8419.458,1444.989055,3451.407018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33080699,NA,0.66666669,41,monarchy,0,0,0,1,0,0.230313552,0.202297531,0.152552074,0.118184549,0.15331235,600,MAR,-2.419,19.948,68.572,1.081,21.254,0.69,23.673,68.442,NA,13.942,NA,9.804419167,25.87294403,63.4,2.323501814,9.574522817,6.032921992,2.800745755,13.82561977,0,0.014699505,3.991650681,0,1,NA,NA,NA,NA,1,6,0,1,1,1,1,0,0.719195049,NA,2,3,3,1,2,0.911358943,0.17538461,0,NA,0,NA,1,NA,3.494623656,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,64.95495451,NA,5.710000038,33.38999939,60.61999893,NA,NA,NA,0.000698757,NA,NA,NA,NA,NA,NA,NA,NA,9.804419167,108.9045237,3.439338229,13.26686418,12.32162666,68.66656653,2.300476086,9.93E+09,2.395487724,25.50099536,1537061986,0.700456698,29.5228489,3640297237,18.41172727,26.10187477,49.17969374
